review_date,review_title,review_comment,review_rating,review_helpful,review_total_votes,reviews_if_spoiler,review_link
16 January 2020,Multilayered portrayal of the real Korea,This is a movie about a class struggle in South Korea like what movie Us attempts to do but done properly It is a stark reminder of what true living standards for most South Koreans look like and its realism is very painful Few are aware of the fact that up to the 1980s South Korea was in fact more impoverished than North Korea and it was only late that the situation reversed with famines of the 90s etc but many people still live miserable lives and situation is very similar to that in China where a few got gloriously rich but the urban masses still live in bug infested cheap dwellings Some crafty members of this underclass manage to con contemptuous rich man into employing them as his servants For many Asians smell is a way to express utter contempt and this is often directed against the white people who being able to process milk smell like butter and are seen in rac ist light as unclean but the same rac ist contempt is directed towards the poor The poor accept these valuations and fight for the crumbles like roaches in the dark but in life and death situations resentment might boil up and the contempt might cost the rich their empty heads The movie paints a sad picture of modern East Asian societies with many subtle points criticizes their culture and emulation of the America with a few cruel but precise strokes The sheer talent of the Korean filmmaker but also the fact that West likes movies from foreign countries that are self bashing allowing the worst condescension rooted in colonialism that failed miserably in East Asia to thrive one more reason to cheer this slightly overrated movie,9.0,88.0,135.0,False,https://www.imdb.com/review/rw5411971/?ref_=tt_urv
28 December 2019,A black comedy on social inequality,There is no shortage of films that depict the injustice of social inequality but originality is scarce With a large proportion of its population below the poverty line it is noteworthy that a filmmaker from South Korea has produced a work that has attracted almost universal acclaim Parasite 2019 generates a great deal of conversation but be warned it is not a film for everyone especially those averse to gory endings If you step back from the story s twists and turns the narrative premise is simple A family of petty crooks living in abject poverty get lucky as one by one each tricks their way into being employed by the same heartlessly wealthy family in roles like tutor driver and housekeeper The gullible family is easy to deceive while the crooks manufacture various scenarios to their own advantage The occupation of the luxurious home by the crooks adds a new meaning to the concept of home invasion However the plan comes un stuck when they find a secret dungeon that leads to horrific consequences The film takes too much time in developing the central premise and various sub plots and more descriptive prose could be offered here about what actually happens But that is not the point of the film Director Joon ho Bong paints an intricate portrait of the normalisation of poverty and class privilege with both sets of family never questioning their place in South Korea s social order This acceptance and its destructiveness of the human spirit makes change impossible and condemns Korean society to moral bankruptcy There is more to this film than political discourse As a black comedy it is sprinkled with funny although improbable moments and the filming style expresses the polemic in obvious ways Juxtaposing the world occupied by a smelly cramped underclass with the opulent world of the rich is low hanging fruit One can also find elements of magical fantasy as it requires an unequivocal suspension of disbelief to accept that a family of losers can so easily dupe a family of high achievers The acting tends towards wooden and it is difficult to warm to any particular character The film s climax offers little other than an ambivalent balance between hope and nihilism leaving viewers to decide which family are the parasites For many the critical pendulum swings towards the masterpiece label But it is perhaps closer to reality to describe this as an original engaging and disturbing tale of endemic class tension oppression and helplessness Although tenuous the message has universal relevance,8.0,118.0,190.0,True,https://www.imdb.com/review/rw5362817/?ref_=tt_urv
7 August 2020,Totally Unique,Usually I don t read reviews before seeing a film This one however I did and happily so First of all it was good to know what cinema in Korea is all about We need to shed our cultural biases including how to make films This had a very clever plot and an engaging group of characters The title I assume means the principle figures have managed to infest a body and then use it to sustain themselves I hope to see more from this director in the future,9.0,50.0,80.0,False,https://www.imdb.com/review/rw5971949/?ref_=tt_urv
2 July 2019,Achieves what Jordan Peele set out to do with Us,As a film about a family imposing on another and keeping dark secrets hidden beneath the surface Parasite achieves what Jordan Peele set out to do with Us tell a multi layered story in a widely entertaining manner but without sacrificing the believability of its central narrative That s not to say that Us is an ineffective film by any means but when it comes to crafting weighty social commentaries under the guise of lighter fare writer director Bong Joon ho is in a class of his own The film follows a lower class South Korean family as they slowly integrate themselves in the lives of an upper class family and their lavish household As their entanglement is spun out of a web of deceit the lowly family find themselves skating on thin ice when it comes to keeping up appearances It s a twisty satire on social economic disparities in South Korean society that swings broadly in tone and sometimes threatens to tip over the edge but never feels less than meticulously calculated in its tonal shifts However to reveal anything more about the story would be to take away from the overall experience as each act is marked by a major plot twist or revelation that keeps the film one step ahead of the viewer at all times Go in blind if you can and expect an unforgettable ride,9.0,361.0,565.0,False,https://www.imdb.com/review/rw4972695/?ref_=tt_urv
19 August 2019,A brilliant piece of art which will slowly grows on you!,Well written and performed also technically shines cinematography bgm are too good and there s not even a single lag it s perfectly edited Probably the best experience in recent times Its pure art resembles the modern society the emotions they had shelved are insanely exceptional a layered masterpiece If you like dark thrillers then you shouldn t miss Mr Bong joon ho s Parasite Definitely tops the list of best movies in 2019,10.0,378.0,589.0,False,https://www.imdb.com/review/rw5069158/?ref_=tt_urv
4 February 2020,Thy shall not ridicule fellas with body odor. Definitely deserves the best picture award.,Finally saw this much talked about film As a fan of Korean thrillers this film surpassed my expectations The film is about a poor family who cleverly n cunningly become employed by a wealthy couple posing as unrelated highly qualified individuals The film begins like a dark satire it then proceeds into a captivating thriller n ends like a surreal crime The film is very entertaining inspite of the sad stuff shown about poor fellas but mind u it is not at all demeaning It is very gripping n weirdly hilarious,10.0,102.0,183.0,False,https://www.imdb.com/review/rw5459301/?ref_=tt_urv
7 May 2020,Incredible.,Possibly the best film I ve seen for some time yes I have a few lockdown blues and needed something to cause a bit of escapism Parasite was the answer It s one of those films that s almost impossibility to classify it doesn t really fit into any specific genre but covers almost all of them A great start it holds your attention incredibly well I enjoyed the latter stages as much as the first part of the film I know some didn t It just moves you into a totally different place You ll laugh and cry you ll lose yourself in the wonder Do yourself a favour and order it 10 10,10.0,33.0,55.0,False,https://www.imdb.com/review/rw5715797/?ref_=tt_urv
4 November 2019,"FUNNY, TURNS SUDDENLY TWISTED, THEN SAD",This movie is so masterfully written and presented with a large cast that older audiences will realize how rare movies like this have become Its enjoyment comes from getting to know the members of two extremely different families one very poor the other very rich How their lives come together is the wickedly enjoyable first half then in the second half the house of cards begins to shake and finally collapse with a fury we both dread and perhaps even enjoy Though our enjoyment probably has as much to do with the movie making skills than with the nasty turn of events in the violent final scenes If you see only one foreign language film this year this should be it Exciting and provocative throughout it is wonderfully acted and packed with significance for all who live in a polarized society where so many live in luxury while others live in comparative squalor just a few blocks away Deserves all the accolades it has already and surely will continue to receive,10.0,212.0,357.0,True,https://www.imdb.com/review/rw5234889/?ref_=tt_urv
26 January 2020,"""If you make a plan, life never works out that way.""",This film s ranking here on IMDb is somewhat of an anomaly Usually when a hot new release makes it s way into the Top 250 it manages to remain in it s general range for a while and then slowly decline as more and more reviewers add their vote Parasite entered the list in the mid Fifties if I correctly recall and since then has managed to improve it s position to 26 as I write this No one knows if that will hold obviously so I m curious to see how the movie rates over time Having stated that I thought the film was brilliant in the way it opened and had the Kim family maneuver it s way into the life and home of the Park family What was questionable to me was why the Kim s weren t able to improve their condition in life prior to the break they received when Min Seo joon Park suggested the tutoring job to Ki woo Woo sik Choi Each of the Kim s demonstrated a cleverness and facility at their respective talent in such a way that none of them should have remained unemployed for very long It s not sufficient or accurate to say that they were lazy or lacked ambition because once that ambition kicked into gear there was no stopping them from infiltrating into the lives of the Park s Not that it wasn t done by underhanded or devious means but with those kinds of street smarts they should never have been living in a ghetto neighborhood But that was the set up so you have to go with it Where the story begins to go off the rails is when the Kim s luxuriate in their new surroundings and throw caution to the wind so to speak Personally I would never have allowed the former housekeeper Moon gwang Jeong eun Lee unescorted access to the Park home when she came calling to rescue her husband Though it revealed the hidden areas of the Park home they would have been discovered by the Kim s had they followed and observed Moon gwang to begin with Instead the lapse in judgment allowed for a potential escape and as it turned out a blackmail attempt that would have fired all the Kim s from their lucrative positions I have to admit I was somewhat baffled by Mr Kim s Kang ho Song stabbing of Park Dong ik Sun kyun Lee but reading some of the more thoughtful reviews here helped put that into perspective I can t say that I agree wholeheartedly but at least the reasons offer some semblance of a motive all revolving around the idea of crossing the line that the Kim s were guilty of Even so by giving the story a Tarantino esque spin for it s denouement was going more than a bit over the top And to venture even further into the realm of unreality Ki woo s survival after getting smacked in the head by a twenty pound landscape stone not once but twice was entirely incomprehensible to this viewer As for the ultimate finale who s to say that Kim woo s plan to rescue his dad wasn t a viable one grow up get rich and buy the house Good luck with that idea because in the very words of Mr Kim himself If you make a plan life never works out that way And on top of that it would be a decade long mission at the very least In the final analysis if the story had kept on track with the devious infiltration into the lives of the Park s I could envision a scenario in which the parasites might have eventually dominated their hosts in their own home But it didn t turn out that way and as a result I think it misses the mark as the year s Best Picture at the Oscars Addendum 2 10 2020 Well I m not embarrassed to admit I was wrong about the picture s chances at the Oscars It won Best Picture last night in a pretty competitive field Congratulations,8.0,43.0,75.0,True,https://www.imdb.com/review/rw5438540/?ref_=tt_urv
9 June 2019,"Class struggle. After Karl Marx and Victor Hugo, here is Joon-ho Bong",This cinematographic gem has been recently rewarded by the prestigious Palme d Or at the Cannes Festival If I have one and only one advice to give you go savor this fabulous movie with a strict minimum of information Indeed this film might schematically be split in two parts the second one being quite surprising and unpredictable The script is excellent and the casting is globally sumptuous especially the gorgeous Cho Yeo jeong for whom I may confess I have a crush As a postscript an anecdote certainly insignificant but literally astonishing when you re French in the middle of the film the proletarian family gives itself up to an orgy the coffee table being covered with manifold dishes including two French cheeses as industrial as cheap Le rustique and Bresse bleu Unbelievable,9.0,208.0,385.0,False,https://www.imdb.com/review/rw4924389/?ref_=tt_urv
9 February 2020,"Parasite Review: Comedy, drama, suspense, and yes, even horror.",A family who doesn t have a lot of money or opportunities in life starts working for a wealthy family But will this change the life of the poor family DIRECTOR Bong Joon Ho SCREENWRITERS Bong Joon Ho Han Jin Wan CAST Song Kang Ho Lee Sun Kyun Cho Yeo Jeong Choi Woo Shik Park So Dam Lee Jung Eun Chang Hyae Jin In the movie we follow the Kim family who doesn t have much money By chance the son in the family starts working for the wealthy Park family He teaches their daughter English Now the rest of the family sees opportunities to make money and they have a plan to remove the rest of the staff who work for the wealthy Park family and then take the jobs themselves Bong Joon Ho addresses deeper themes but he always manages to create entertainment and some surprising scenes that bring out the smile The movie is mostly charming until the Kim family discovers the big secret of the house Then the movie starts to get darker and it explodes into a wonderful finale where we see and understand the message of the movie The title of the movie turns things on its head Because what I thought to be quite obvious at the beginning of the movie is turned upside down and I got an aha experience Parasites are found in all classes of society From a technical aspect I think this was a beautifully crafted film from the direction to the cinematography There are so many beautiful scenes in the movie and it s pretty well done considering that most of the action takes place inside the big house and the not so big garden My favorite sequence is when the Kim family has to run home when the rain is pouring down and you feel like they re on board the Titanic They must run from the top and down to the engine room What a wonderful sequence and it s so beautiful to watch The cast was fantastic and everyone fit the needs of their roles The characters were well written with the performances complementing that perfectly It does a great job of creating a collection of characters that feel like real people whom despite their eccentricities maintained a grounded realistic feel The musical score complements the scenes nicely and elevates the emotional responses without feeling overbearing So if you like foreign films thrillers or movies that can make you think a little check this one out It s a crisp film from a technical aspect and with a blend of great writing and acting you can t go wrong It was a solid film that treats the audience with intelligence 9 10,9.0,21.0,33.0,False,https://www.imdb.com/review/rw5469880/?ref_=tt_urv
15 October 2019,Lacks any realistic human dimension,South Korean director Bong Joon ho Okja says that he always tries to overturn viewer expectations and hopes that his latest film succeeds in this way Palme d Or winner at the 2019 Cannes Film festival Bong s Parasite Gisaengchung does indeed thwart expectations but the question is to what end Defying any strict genre classification the film is a conglomeration of comedy drama satire crime horror and anything else you can throw into the mix Bong sees the film as a statement about the ranks and classes inherent in capitalism that are invisible to the eye and says that the film depicts the inevitable cracks that appear when two classes brush up against each other in today s increasingly polarized society Unfortunately the characterizations are filled with so many stereotypes that the lack of any realistic human dimension leaves Bong s statement without much impact The film looks at class differences between two families one well to do and the other n eer do well For the Kim family life is a struggle They live in a cramped bug infested basement apartment without many amenities except for a toilet built on kind of a shelf The father Ki taek Song Kang ho Snowpiercer has failed in business and has accumulated many debts His son and daughter Ki woo Choi Woo sik Train to Busan and Ki jung Park So dam Cinderella and Four Knights TV series have repeatedly failed college entrance exams The mother Chung sook Hyae jin Jang Adulthood along with the two children fold boxes for a delivery company but cannot even get that right Not to worry they leave their windows open when the fumigators come around to get some free extermination and steal free Wi Fi from the next door coffee shop On the other hand the nouveau riche Park family has all the advantages Mr Park Lee Sun kyun Jo Pil ho The Dawning Rage is the CEO of a high tech company and the family lives in a spacious modernistic home protected by sturdy concrete walls He has an attractive somewhat fragile wife Yeon kyo Jo Yeo jeong The Target a teenage daughter Da hye Jung Ji so The Tiger and a hyper active young son Da song Jung Hyun jun Being wealthy and somewhat elitist in their attitude for Bong they are ideally suited to be torn apart by ruthless grifters With the aid of a friend Ki woo is hired to be a private tutor for Da hye Of course he has to forge university documents to convince the trusting Mrs Park of his competence With that conquest out of the way the cunning Ki woo concocts a scheme to secure jobs in the Park household for his entire family Convinced that their young son is a budding Picasso Mrs Park hires Ki jung as an art teacher then falls for invented stories impugning the character of their driver and housekeeper to provide some more employment opportunities for the Kims this time for the deadbeat dad Ki taek and his wife Chung sook Bong said that Sometimes with the characters in my films I look at them cynically but most of the time I have a lot of compassion for the characters even with the villains This compassion however does not seem to extend to the loyal hardworking household workers their work scammed out of existence Without going into detail the whole escapade backfires in a twist that is over the top unsettling even though utterly implausible Worthy of a Mack Sennett comedy a sweet family drama turns into a tumultuous melange of hidden chambers revenge bloody violence a torrential rainstorm people hiding under beds and any other mayhem that may come to mind To be clear Parasite can be very funny and some of the satire is sharp edged yet it is hardly as one critic described it a masterful dissection of social inequality When asked what he wanted viewers to get out of the film Bong said I just hope that it gives audiences a lot to think about It is in parts funny frightening and sad and if it makes viewers feel like sharing a drink and talking over all the ideas they had while watching it I ll wish for nothing more Enjoy the drink In a little while you may have trouble remembering what the film was about,7.0,72.0,132.0,False,https://www.imdb.com/review/rw5189278/?ref_=tt_urv
20 December 2019,"Poor pacing, too few twists, too unbelievable",I think there s a really good movie buried in Parasite somewhere but I gave up trying to find it It has the same problem the director s previous The Host had the pacing is broken That s not all though People have written about the movie s unexpected twists and turns The thing is it keeps you waiting far too long for these to arrive they are too few and far between and too unbelievable The first major twist happens about an hour in and seems to come out of nowhere The parts of the movie detailing how this horrible family coordinates an incredible con on the rich Parks are the best bits though they are far fetched how can people with the ingenuity to do that be such losers beforehand But then that first twist hit and the movie lost me increasingly until by the end I wasn t even paying attention Pity Some of the sequences were brilliant,6.0,78.0,146.0,False,https://www.imdb.com/review/rw5338090/?ref_=tt_urv
30 January 2020,It's so metaphorical,It s so metaphorical is what Kevin says when they show him Da Song s paint he makes a statement without knowing absolutely nothing about what he is talking about most critics of this movie say exactly that It s so metaphorical obviously Most know what you are talking about when writing something about a movie I have to be 100 sure that I have understood It s so metaphorical This comment on this movie is quite fair and precise Parasite is built on the basis of visual symbolism that for some it will be an easy task to find them and for others a little more difficult because it also does not put this type of visual metaphors in the foreground sometimes leaves it to the public s interpretation and in others simply play with the camera and film techniques to tell us the story a clear example is the first time Kevin visits the Park house the house is shown in a low angle shot from the ground showing the superiority of the house and the environment over the character the rain scene in the middle of the movie is simply wonderful the family plummets to its miserable reality and the camera descends in a peculiar way as there are many examples throughout the film the fight over the cell phone in the Park house looks like an animal fight the shots in the Kim s house are closed and in the immense Park house they are open and wide a lot of voyeuristic Hitchcokian shots and provocateurs of vertigo the symbolic use of the stairs throughout the film something quite coherent since the film speaks especially about the socioeconomic classes and the social and race stairs are some simply steps over others Who are the real Parasites the Kims or the Parks the film plays with this question and leaves the answer to the interpretation the Kim who represent the great majority of the poor class in Korea and in the world act as parasites that will gradually owe the class that is above them taking advantage of the comforts that it offers them without any difficulty living under the ground and in precarious conditions but on the other hand the Park are practically useless beings there is nothing they can do their children are educated by others their clothes are ironed and washed by others and their food is made by others Kim s family at least shows that Kevin is good at Languages even better than many college students his sister has great skills that lead her to create the perfect plan even she manages to do what no sophisticated teacher did control and support Da Song but due to their poverty their hopes that they can take advantage of this kind of talent are minimal The final shot of the movie plays with us and gives the perfect blow to culminate this story Kevin writes a letter to his dad that he probably won t be able to read while he has a dream after the dream the shot is the same that of the beginning he It shows the exterior of the house from the basement this time without sun showing that he it is where it began and that now its life is dark and empty of hopes,9.0,120.0,191.0,True,https://www.imdb.com/review/rw5446179/?ref_=tt_urv
